[INFO] | 2023-07-06 05:49:59 AM | analyzer.BMath_1 | Analysis started at: 2023-07-06 05:49:59 AM
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for btoi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for btoi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function btoi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for badd
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for badd
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function badd
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bsubSign
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bsubSign
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bsubSign
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bmul
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bmul
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bmul
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bdiv
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bdiv
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bdiv
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function getColor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for btoi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for btoi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function btoi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for badd
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for badd
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function badd
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bsubSign
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bsubSign
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bsubSign
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bmul
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bmul
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bmul
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bdiv
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bdiv
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bdiv
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bfloor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bfloor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bfloor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bsub
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bsub
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bsub
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bpowi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bpowi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bpowi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bfloor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bfloor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bfloor
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bsub
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bsub
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bsub
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bpowi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bpowi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bpowi
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bpowApprox
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bpowApprox
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bpowApprox
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bpowApprox
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bpowApprox
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bpowApprox
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcSpotPrice
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcSpotPrice
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcSpotPrice
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bpow
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bpow
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bpow
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for bpow
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for bpow
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function bpow
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcOutGivenIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcOutGivenIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcOutGivenIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcInGivenOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcInGivenOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcInGivenOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcPoolOutGivenSingleIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcPoolOutGivenSingleIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcPoolOutGivenSingleIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcSingleInGivenPoolOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcSingleInGivenPoolOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcSingleInGivenPoolOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcSingleOutGivenPoolIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcSingleOutGivenPoolIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcSingleOutGivenPoolIn
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Generating return summary for calcPoolInGivenSingleOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Return summary generated for calcPoolInGivenSingleOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Processed function calcPoolInGivenSingleOut
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Value Range Analysis took 0.016044 seconds
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Value Range Analysis finished
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Dependency detection started!
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Dependency detection finished!
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Static Analysis took 4.481274 seconds
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Dependency does not exist
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Symbolic execution is not needed!
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Analysis finished!
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Analysis took 4.481422 seconds
[INFO] | 2023-07-06 05:50:04 AM | analyzer.BMath_1 | Analysis finished at: 2023-07-06 05:50:04 AM
