[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_2 | Analysis started at: 2023-07-06 05:56:37 AM
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for transactionDoesNotExists
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for transactionDoesNotExists
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function transactionDoesNotExists
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for nonZeroAddress
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for nonZeroAddress
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function nonZeroAddress
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for transactionExists
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for transactionExists
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function transactionExists
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for inFundedState
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for inFundedState
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function inFundedState
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for checkTransactionType
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for checkTransactionType
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function checkTransactionType
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for onlyBuyer
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for onlyBuyer
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function onlyBuyer
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for isTimeLockExpired
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for isTimeLockExpired
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function isTimeLockExpired
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for addFundsToTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for addFundsToTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function addFundsToTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for addTokensToTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for addTokensToTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function addTokensToTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for transferFunds
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for transferFunds
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function transferFunds
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for _addTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for _addTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function _addTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for verifyTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for verifyTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function verifyTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for addTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for addTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function addTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for addTokenTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for addTokenTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function addTokenTransaction
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Generating return summary for execute
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Return summary generated for execute
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Range graph generated
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Processed function execute
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Value Range Analysis took 0.016079 seconds
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Value Range Analysis finished
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Dependency detection started!
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Dependency detection finished!
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Static Analysis took 2.457617 seconds
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Dependency does not exist
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Symbolic execution is not needed!
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Analysis finished!
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Analysis took 2.457772 seconds
[INFO] | 2023-07-06 05:56:40 AM | analyzer.Escrow_v1_0_2 | Analysis finished at: 2023-07-06 05:56:40 AM
