[INFO] | 2023-07-06 05:48:04 AM | analyzer.AdminImpl_1 | Analysis started at: 2023-07-06 05:48:04 AM
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Range graph generated
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Range graph generated
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for create
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for create
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function create
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getNumMarkets
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getNumMarkets
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getNumMarkets
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for hasMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for hasMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function hasMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getIsClosing
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getIsClosing
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getIsClosing
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getBorrowPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getBorrowPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getBorrowPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getTotalPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getTotalPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getTotalPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function totalSupply
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function balanceOf
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for allowance
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for allowance
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function allowance
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for transfer
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for transfer
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function transfer
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function transferFrom
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for approve
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for approve
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function approve
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for name
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for name
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function name
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for symbol
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for symbol
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function symbol
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for decimals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for decimals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function decimals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for sub
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for sub
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function sub
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for mul
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for mul
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function mul
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for div
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for div
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function div
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for mod
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for mod
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function mod
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getInterestRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getInterestRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getInterestRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for one
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for one
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function one
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isZero
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isZero
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isZero
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for char
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for char
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function char
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getToken
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getToken
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getToken
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getIndex
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getIndex
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getIndex
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getStatus
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getStatus
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getStatus
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isGlobalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isGlobalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isGlobalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isLocalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isLocalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isLocalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for setStatus
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for setStatus
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function setStatus
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for zeroWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for zeroWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function zeroWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isZero
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isZero
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isZero
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for zeroPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for zeroPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function zeroPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isNegative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isNegative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isNegative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for negative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for negative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function negative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isPositive
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isPositive
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isPositive
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for checkSuccess
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for checkSuccess
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function checkSuccess
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for negative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for negative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function negative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isNegative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isNegative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isNegative
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function equals
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isPositive
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isPositive
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isPositive
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetGlobalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetGlobalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetGlobalOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for isVaporizable
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for isVaporizable
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function isVaporizable
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function balanceOf
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for allowance
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for allowance
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function allowance
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getPartialRoundUp
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getPartialRoundUp
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getPartialRoundUp
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | We should not consider this kind of return values!
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getPartial
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getPartial
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getPartial
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for _setInterestSetter
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for _setInterestSetter
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function _setInterestSetter
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for stringify
