[INFO] | 2023-07-06 05:56:34 AM | analyzer.Escrow_v1_0_1 | Analysis started at: 2023-07-06 05:56:34 AM
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for calculateRedeemScriptHash
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for calculateRedeemScriptHash
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function calculateRedeemScriptHash
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for verifySignatures
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for verifySignatures
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function verifySignatures
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function slitherConstructorVariables
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for transactionDoesNotExists
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for transactionDoesNotExists
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function transactionDoesNotExists
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for nonZeroAddress
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for nonZeroAddress
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function nonZeroAddress
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for transactionExists
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for transactionExists
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function transactionExists
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for inFundedState
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for inFundedState
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function inFundedState
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for checkTransactionType
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for checkTransactionType
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function checkTransactionType
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for onlyBuyer
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for onlyBuyer
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function onlyBuyer
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for isTimeLockExpired
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for isTimeLockExpired
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function isTimeLockExpired
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for addFundsToTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for addFundsToTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function addFundsToTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for addTokensToTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for addTokensToTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function addTokensToTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for transferFunds
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for transferFunds
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function transferFunds
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for _addTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for _addTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function _addTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for verifyTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for verifyTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function verifyTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for addTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for addTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function addTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for addTokenTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for addTokenTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function addTokenTransaction
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for execute
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for execute
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Range graph generated
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function execute
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Value Range Analysis took 0.014219 seconds
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Value Range Analysis finished
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Dependency detection started!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Dependency detection finished!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Static Analysis took 2.379849 seconds
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Dependency does not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Symbolic execution is not needed!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Analysis finished!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Analysis took 2.379994 seconds
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Analysis finished at: 2023-07-06 05:56:37 AM
