[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Analysis started at: 2023-07-07 09:00:00 AM
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Range graph generated
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Processed function AddMessage
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Generating return summary for Deposit
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Return summary generated for Deposit
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Range graph generated
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Processed function Deposit
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Generating return summary for CashOut
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Return summary generated for CashOut
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Range graph generated
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Processed function CashOut
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Value Range Analysis took 0.002349 seconds
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Value Range Analysis finished
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Storage dependency graph compostion started!
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Storage dependency graph compostion finished!
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Dependency detection started!
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | DAO dependency detected in file 0xb4c05e6e4cdb07c15095300d96a5735046eef999.sol in contract PrivateBank in by composing functions CashOut and CashOut
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Dependency detection finished!
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Static Analysis took 0.380159 seconds
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Dependency exists
[INFO] | 2023-07-07 09:00:00 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Invoking symbolic executor!
[INFO] | 2023-07-07 09:00:01 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Symbolic execution took 0.734670 seconds
[INFO] | 2023-07-07 09:00:01 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Symbolic execution finished!
[INFO] | 2023-07-07 09:00:01 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Analysis finished!
[INFO] | 2023-07-07 09:00:01 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Analysis took 1.115235 seconds
[INFO] | 2023-07-07 09:00:01 AM | analyzer.0xb4c05e6e4cdb07c15095300d96a5735046eef999 | Analysis finished at: 2023-07-07 09:00:01 AM
