File_name,Total_Contract,Total_Function,Total_Variable,Total_Internal_Call,Max_Cyclomatic_Complexity,Loc,sLoc,cLoc
./input/DB2/sailfish_reported/0x4334477348222a986fc88a05410aa6b07507872a.sol,28,343,42,29,7,1463,602,40
./input/DB2/sailfish_reported/0x6fb5cdfd4a38d34c92e4873fdfc22dce927edc99.sol,15,174,224,129,6,827,418,231
./input/DB2/sailfish_reported/0x48bc6de14fc64418da9d0b5befdb404e3e76cdd5.sol,5,52,61,39,2,728,304,324
./input/DB2/sailfish_reported/0x6dec718f7ead6aef5ff9ca5fb02b2edff23436ff.sol,3,10,22,5,9,111,96,5
./input/DB2/sailfish_reported/0xa667f7c9f8d9e7f54814f312ae42d08a31154889.sol,5,29,23,23,3,203,146,26
./input/DB2/sailfish_reported/0x3a966ffa8451cbf3769b7d1f94d5b47da254edb0.sol,3,55,88,67,14,1833,583,203
./input/DB2/sailfish_reported/0xacf999bfa9347e8ebe6816ed30bf44b127233177.sol,4,28,27,39,3,391,133,31
./input/DB2/sailfish_reported/0xd969eff697a69e4e4c716d24329e8c9c32c7d26d.sol,21,263,337,201,4,4833,1547,675
./input/DB2/sailfish_reported/0xa3a9bd865979215242bb40a8bd755051d8161de0.sol,6,54,59,45,7,1663,482,344
./input/DB2/sailfish_reported/0xad2598c2adc9d966b5349babd30fb28c437fb363.sol,11,59,64,41,4,356,285,10
./input/DB2/sailfish_reported/0x0f20adc060b7df3c18bb0b29ab0e73b79caea19b.sol,25,249,145,162,3,1822,824,721
./input/DB2/sailfish_reported/0x19fdd6eeccdf4bc30f363f63af44981c1f6a75c4.sol,7,78,34,39,2,787,237,108
./input/DB2/sailfish_reported/0x9052871a3bd3956625df59b57d517fb0eddf9312.sol,13,50,25,17,3,536,258,226
./input/DB2/sailfish_reported/0xdd82b78cab2a0e6757ff187b734ed2b1693cd005.sol,13,50,24,17,3,530,254,225
./input/DB2/sailfish_reported/0xf9b6541b14f586459acdc6aec15dc2e12b8db09f.sol,9,52,96,54,4,1085,428,65
./input/DB2/sailfish_reported/0x06e9f66929efa4c263e28d6097701d89e0bc8244.sol,4,24,16,5,3,345,104,61
./input/DB2/sailfish_reported/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,2,6,11,0,3,67,54,1
./input/DB2/sailfish_reported/0x35fabf968f57b3d533e60e2ca12b419b49c27985.sol,10,107,66,90,4,1481,354,534
./input/DB2/sailfish_reported/0x835cd20ae6224f9047eb96480f7380e923b62481.sol,2,8,10,3,1,95,33,5
./input/DB2/sailfish_reported/0x2e5fb91975c3fb6f6d61c5859314e7c53af07912.sol,7,41,36,44,3,435,224,151
./input/DB2/sailfish_reported/0x6ee69c5e877b51cd532193d70e96d6162e69987c.sol,15,186,236,150,4,1043,489,267
./input/DB2/sailfish_reported/0xb5bcd83a636518f8eb0d323a1c3786835d78b639.sol,8,72,30,48,4,346,236,38
./input/DB2/sailfish_reported/0x57613c1c0937026e2d66d94e5c1ee6ad82a8beaa.sol,24,205,121,146,3,1681,751,672
./input/DB2/sailfish_reported/0xe851ad98f07fd75a99fd5b17c0007bc587c697de.sol,5,35,52,9,6,623,487,66
./input/DB2/sailfish_reported/0x07c3f80d3e429b3be17860c062d45fbb614280b9.sol,12,117,112,94,10,1288,794,250
./input/DB2/sailfish_reported/0xdc4a5151c0f29f6defa09b383d04b95d587fa275.sol,8,96,112,100,6,1027,607,257
./input/DB2/sailfish_reported/0x9fcf3d76ad7b4a0cce2532b5d7c7b5cdeb517534.sol,10,20,11,3,2,304,187,35
./input/DB2/sailfish_reported/0x9aaebbb0a7d6ce30f1376bb756d5e495a0df3b79.sol,2,17,14,20,5,180,145,6
./input/DB2/sailfish_reported/0x3a2c9017b1895274aa5e5f0cbfa8097de0938498.sol,6,23,18,17,2,197,116,40
./input/DB2/sailfish_reported/0xf106ddddf18c6d2a238598773b7ae7bf16499f9c.sol,3,33,28,39,4,216,175,0
./input/DB2/sailfish_reported/0x39d0f58f5d5bbd636be23a3184aff16a4d7567cf.sol,7,35,22,13,3,259,153,69
./input/DB2/sailfish_reported/0x6535f8e9740b0ddc80d14984fdde9d6bf51c7386.sol,13,222,103,205,2,1075,346,224
./input/DB2/sailfish_reported/0x399600b7c7a89d2052adf531ff01e31b2e29577a.sol,2,6,11,1,3,117,38,10
./input/DB2/sailfish_reported/0xedd7868662f1ae17c53ddaea63469b4c1292ea7c.sol,2,36,61,88,11,775,300,19
./input/DB2/sailfish_reported/0x0615c4409c87fb2ffe745282b034335544d9cd38.sol,6,59,28,59,5,433,321,33
./input/DB2/sailfish_reported/0x99c7a77349fe382d7b2a0db7da73b8000f033edf.sol,20,220,78,337,3,1731,546,160
./input/DB2/sailfish_reported/0x39980a3d1ed5b2cdc48a2259d49d4a4a4201dd2e.sol,10,129,11,43,2,864,313,420
./input/DB2/sailfish_reported/0x0d6707e100e2a4e39869b004cf27e368e5468a34.sol,3,43,110,40,16,2573,788,395
./input/DB2/sailfish_reported/0x06df6fdbf7629c71aee3f468ba1ab702fa0abec9.sol,11,81,71,90,8,683,403,129
./input/DB2/sailfish_reported/0x6c114b96b7a0e679c2594e3884f11526797e43d1.sol,28,438,119,112,7,2031,773,170
./input/DB2/sailfish_reported/0x2bb361314dbbadb76a0f465b591ad9cb828c4e56.sol,9,84,46,34,4,835,260,116
./input/DB2/sailfish_reported/0x91d88c714e86caa99c6fd1f221a0a7702a4118f9.sol,20,270,108,180,2,1019,569,265
./input/DB2/sailfish_reported/0x98af2e926206f1eb5af46aeddd144727267d0487.sol,21,190,172,152,3,1299,648,409
./input/DB2/sailfish_reported/0x1664b5a868dfe54f0591b2df2d3c0fc9beed5ee3.sol,4,52,66,54,4,1157,339,74
./input/DB2/sailfish_reported/0x818189b1a0ba4f9e543de04eb76669ec8354e122.sol,4,52,63,63,4,1675,554,278
./input/DB2/sailfish_reported/0x579d0fcf3370d6e7b9f4ef9e96d5974c18c80a4b.sol,6,27,18,18,2,603,157,161
./input/DB2/sailfish_reported/0xfe878b9e30eaf414fcb6c4d89e3df8a7e094ee4a.sol,21,261,329,195,4,4505,1370,719
./input/DB2/sailfish_reported/0x96d5c3704a41a350858dbc83db762e8b24d835ad.sol,2,13,36,16,5,241,187,7
./input/DB2/sailfish_reported/0x44cfbcb1ca0d3df0925dda3354e955d38d78ad6b.sol,17,130,119,55,2,1793,431,582
./input/DB2/sailfish_reported/0x423d40dd9d466d1be72423e5af2e43a7cd50efcd.sol,9,104,130,53,3,1601,470,336
./input/DB2/sailfish_reported/0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol,3,17,28,11,2,341,113,25
./input/DB2/sailfish_reported/0x7adaa266127ca203d6542fc21a9ddc5be97fd190.sol,11,80,76,27,2,889,224,256
./input/DB2/sailfish_reported/0x6bed25a09c94a1f6fb6d81af9959dd40c050b581.sol,5,38,8,5,4,358,110,180
./input/DB2/sailfish_reported/0xc0986e9803a41542c5422dbe336f9b68c55e0a49.sol,12,90,43,49,4,737,253,44
./input/DB2/sailfish_reported/0x594dd662b580ca58b1186af45551f34312e91e88.sol,7,138,89,75,2,791,558,177
./input/DB2/sailfish_reported/0x89c922de9900170d7a95e377665366613d5a718e.sol,11,94,106,48,2,569,306,167
./input/DB2/sailfish_reported/0xc6fa9b2c0febcc1dee33e7050cf5a52ecc53022f.sol,5,27,28,11,3,339,143,5
./input/DB2/sailfish_reported/0x2c167231cf521aaabc8abe09f4e2bcb728f26c01.sol,23,370,36,30,7,902,708,87
./input/DB2/sailfish_reported/0xe610af01f92f19679327715b426c35849c47c657.sol,2,6,15,1,3,74,61,1
./input/DB2/sailfish_reported/0x1dd0df760eb950083c1925da19fc7ac1356a190b.sol,18,255,157,93,2,1502,929,328
./input/DB2/sailfish_reported/0x63030f02d4b18acb558750db1dc9a2f3961531ee.sol,3,36,71,21,6,585,239,6
./input/DB2/sailfish_reported/0x118a748e43615c8b82fa60db3c4132a1b28cf05d.sol,4,13,6,7,1,80,55,6
./input/DB2/sailfish_reported/0x90a1de43b679c66f905d25d7e9566920b360ae6f.sol,7,67,162,62,6,920,458,330
./input/DB2/sailfish_reported/0x69640f28b6fe4ae4674efdbe21aa15d048bb914b.sol,1,6,16,5,2,66,46,8
./input/DB2/sailfish_reported/0x12ec859d18f6ed44393672c07f0c47497cf53aca.sol,2,24,38,33,3,849,219,206
./input/DB2/sailfish_reported/0xfd8af7910fcef63d0115474dfb98363c42f23a83.sol,6,41,6,7,2,349,225,64
./input/DB2/sailfish_reported/0x887a663d4e426c0382605932c2a91bd70043ef0b.sol,24,241,225,205,4,1184,683,188
./input/DB2/sailfish_reported/0x8af985f24b80d8d1fb563701991f7c5928d8ce4b.sol,8,436,25,801,3,2039,1337,240
./input/DB2/sailfish_reported/0x69569ec8ddf4dbd0a48a96bf7ab37e62cfe2c3ec.sol,17,255,330,287,8,1692,1233,144
./input/DB2/sailfish_reported/0x57ba8dffef44580e00bf1fb66b99e1fa1d43a787.sol,4,54,74,59,4,1131,373,71
./input/DB2/sailfish_reported/0x656589fd143a0846d09d32f57804e5c25cf5bca7.sol,19,294,150,175,7,3953,1017,1241
./input/DB2/sailfish_reported/0xcafea42a1f81ecab1e616fa69ea14716c7ae70f1.sol,8,120,84,83,3,1192,565,469
./input/DB2/sailfish_reported/0x3023868433f6086cd8ce0c4083fe2e11b37ce0b7.sol,1,4,10,5,2,53,33,6
./input/DB2/sailfish_reported/0x506c563ccd1729ee514ce04fbcba3d2ef85bf3cf.sol,2,11,16,6,2,341,76,137
./input/DB2/sailfish_reported/0x10ee7df446fa72e2e3b42a54b8fccadebb4edd53.sol,4,40,72,46,3,472,239,130
./input/DB2/sailfish_reported/0x94933770344a66687523c5d24ecd43fe305094d8.sol,4,31,24,16,2,199,143,10
./input/DB2/sailfish_reported/0xaf6e4020e6a76e67222c5deeef0e5d09a84aab88.sol,2,15,26,14,12,316,218,35
./input/DB2/sailfish_reported/0x7e16092bb28532f927298c3edcf31678d631d539.sol,10,56,26,77,3,827,209,192
./input/DB2/sailfish_reported/0x9daf9a376a545520688950ca85d84f0da12f0dd0.sol,3,17,14,10,5,527,151,103
./input/DB2/sailfish_reported/0xd085acfc0fdaa418e03e8570ef9a4e25a0e14ecf.sol,4,30,68,44,7,759,465,207
./input/DB2/sailfish_reported/0xd7af83326c5db1b37418a1c03795fc41e52994ef.sol,6,23,18,17,2,194,112,41
./input/DB2/sailfish_reported/0x4e504c6ca43cd1bbd9096a2c2e77a176d10910b1.sol,11,131,26,53,2,743,329,284
./input/DB2/sailfish_reported/0x0531c928d539cbee3aa3bb3dae37ad507c750efc.sol,2,8,10,3,1,87,33,0
./input/DB2/sailfish_reported/0x23684eda66652da77e817812bff0d375976de3e0.sol,3,77,195,102,11,1454,940,380
./input/DB2/sailfish_reported/0x6bd28e472eb7e4f751b0cc0b897fe91f7e13461d.sol,14,79,85,60,2,847,433,248
./input/DB2/sailfish_reported/0x0ea80a5da1115e9f88cce05743a3fb037603e4c3.sol,11,100,88,103,6,2247,559,780
./input/DB2/sailfish_reported/0xe8e9d05d6b98ad7c8be247594911b52fe3658ac3.sol,7,50,37,42,2,1017,272,288
./input/DB2/sailfish_reported/0x622b809452d04f70a62ec428920a51733b634215.sol,8,43,19,14,4,1231,429,322
./input/DB2/sailfish_reported/0xee67a313fa15595cd8d20c018a0d6c3765585589.sol,8,90,74,64,2,365,264,42
./input/DB2/sailfish_reported/0xf7635a4063d4e1c039f9d418afb5f1dd5c1794b8.sol,9,90,76,79,5,1855,550,350
./input/DB2/sailfish_reported/0xf6a15821e5997b4447b351f9d0336d57facc0965.sol,7,75,62,49,2,263,189,3
./input/DB2/sailfish_reported/0x107c351cab94b27f34845cc902351c2993bd64ed.sol,5,34,32,25,2,637,156,180
./input/DB2/sailfish_reported/0x469c99951c7764185f15d241f3f66bc3260de3d7.sol,3,29,26,30,2,215,162,0
./input/DB2/sailfish_reported/0x653d5113eb6f296a89b67c710fa100b519cce7ad.sol,27,375,395,304,6,5935,1911,826
./input/DB2/sailfish_reported/0x6868abbbfdff9078d7ccf1946d1de0987ab5d1d5.sol,6,29,20,21,2,647,159,179
./input/DB2/sailfish_reported/0x6c8bff275c2b1ea4c4945605400eae2924b70c61.sol,32,366,256,379,4,1556,739,536
./input/DB2/sailfish_reported/0x5ee016648c8dcbd4dd7b44dfc1f84095c1b1ccd9.sol,10,77,49,62,2,1729,349,719
./input/DB2/sailfish_reported/0xf69ffea26bec4feb19296a72b6e1727350314609.sol,13,104,105,78,2,691,339,226
./input/DB2/sailfish_reported/0xb0d1132d97b2eb4a08b6d2f9379039610c3a0956.sol,14,161,166,167,3,467,356,7
./input/DB2/sailfish_reported/0x1e794e0bd4f713682bd13b6d2187095fb04deaac.sol,4,17,18,6,2,243,89,7
./input/DB2/sailfish_reported/0xb55283fb3a40ecdc33e32caeb8e56ed8cdbb31be.sol,10,75,77,30,2,995,260,256
./input/DB2/sailfish_reported/0x7766b5f6fc12ef01ac9fe52ed550d854b0375d5f.sol,4,354,35,13,10,539,497,3
./input/DB2/sailfish_reported/0xa8a6a0698b6120de28777b45b2c9b4dbe094040f.sol,2,11,24,9,2,71,57,0
./input/DB2/sailfish_reported/0x2ab328ddcc578d897775f0dcc8c1ea495049031f.sol,7,63,62,46,4,219,188,1
./input/DB2/sailfish_reported/0x3a75a04e520252879589b8330b2f6832a1e63767.sol,13,104,105,78,2,691,339,226
./input/DB2/sailfish_reported/0x0bbb4b90cb9176929e16f307bc1efa63867a8c6d.sol,11,94,106,48,2,1137,306,275
./input/DB2/sailfish_reported/0x9527fcc8963ab8dccf50cf6731e0abcd6bf262ba.sol,17,195,193,148,5,1218,666,374
./input/DB2/sailfish_reported/0xb64db2153861ddde62c8038c6a3c6199fcfbd094.sol,15,102,45,51,4,881,287,66
./input/DB2/sailfish_reported/0x632570387deb358994b0166451e7e804a86cc473.sol,7,38,31,34,2,207,167,6
./input/DB2/sailfish_reported/0xbaf075545c3a56ecbaf219e4a1b69bc2b94b0b75.sol,7,119,165,126,7,857,596,81
./input/DB2/sailfish_reported/0x44ec074723ed296b8fc2b81a0f9210cb65e61077.sol,2,32,54,41,6,510,288,137
./input/DB2/sailfish_reported/0x93012a1c354b2964ef88a55b7b11ed178f921b3e.sol,15,149,131,108,3,864,496,214
./input/DB2/sailfish_reported/0x1530d5072c3bbf28df7125987a8168e3dca2f3eb.sol,11,60,75,42,4,387,309,11
./input/DB2/sailfish_reported/0x6f968fc93c23a877f0c3415534a8246fdeeeb09f.sol,5,27,26,28,9,385,205,114
./input/DB2/sailfish_reported/0xb92722dad16952169ef9ceb91a76e79f1d1947ad.sol,13,145,27,29,2,807,381,289
./input/DB2/sailfish_reported/0x1135053a937e422c27a834642288304e35bb1340.sol,6,119,101,148,4,1539,595,12
./input/DB2/sailfish_reported/0x18fc009c58e765f2fc07a9a7a23738bfcd2a2363.sol,7,93,60,76,5,1195,417,153
./input/DB2/sailfish_reported/0xde02313f8bf17f31380c63e41cdecee98bc2b16d.sol,6,24,13,14,4,159,122,0
./input/DB2/sailfish_reported/0x9996a0b4d0d7ed1b7e41ad08bdc4acb198e232a9.sol,6,62,35,28,3,665,211,102
./input/DB2/sailfish_reported/0x8c2d1d6259afd282ada6812d040f7173d83873ef.sol,2,15,22,11,3,137,103,11
./input/DB2/sailfish_reported/0x3cb6c45a7689769de60d423ee6c546d3ca4b15a6.sol,3,31,32,59,2,409,352,19
./input/DB2/sailfish_reported/0x1c878e7ff2b171fd4070a05e63bdbe5e5567898f.sol,19,432,229,375,2,2215,419,824
./input/DB2/sailfish_reported/0x8053ec2bfd32cff520275e2dcd594061c1d532d0.sol,9,116,49,74,2,1029,321,121
./input/DB2/sailfish_reported/0x14ad96506f7d714679788372efb8602238d76375.sol,2,8,19,7,7,86,62,6
./input/DB2/sailfish_reported/0x318b47c570b136bfdaec6cedb83caf73389f3be2.sol,8,436,25,801,3,2036,1343,238
./input/DB2/sailfish_reported/0x2c27bab9b55d3dfe0119b457334c4099e0b4c365.sol,9,112,69,94,6,1218,510,480
./input/DB2/sailfish_reported/0x29c2b4170d0d418adeab0c6ca454383e538c9b8d.sol,3,17,22,12,2,154,115,7
./input/DB2/sailfish_reported/0x9b147157ca9cbff7e762c96eda51f200af9f24b0.sol,15,148,126,106,3,834,475,211
./input/DB2/sailfish_reported/0x9cea5d2db84075f80142dc8746297e3905f1ad69.sol,6,31,27,21,2,705,187,182
./input/DB2/sailfish_reported/0x2048360fef3fcb5858f8e2dbae2d4b8ad2e94c23.sol,6,24,10,15,2,321,98,50
./input/DB2/sailfish_reported/0xf827eefd2933c387d3a0cd22abde1c6b8aa68d87.sol,16,245,324,280,8,1589,1165,131
./input/DB2/sailfish_reported/0x25b4dafa98932d114f10a71669edda52020094d5.sol,2,14,20,5,2,118,87,3
./input/DB2/sailfish_reported/0x916c729002c041972c640390a0fad1db29b6a6c2.sol,9,110,118,99,9,1464,771,530
./input/DB2/sailfish_reported/0xbd3ac1de8fba11227e5e4393e62390cfec7302cc.sol,7,46,51,51,3,292,224,4
./input/DB2/sailfish_reported/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,2,7,15,1,3,97,80,1
./input/DB2/sailfish_reported/0x98d8d146e644171cd47ff8588987b7bdeef72a87.sol,7,70,60,42,5,627,242,10
./input/DB2/sailfish_reported/0x44aef3101432a64d1aa16388f4b9b352b09f42a9.sol,9,106,154,104,6,1423,523,76
./input/DB2/sailfish_reported/0xc1b4d09da30d0d4601fdd06b8ac8dd14cee85683.sol,2,9,6,1,3,122,37,65
./input/DB2/sailfish_reported/0x7f858f0726af676e00cb76459d984463ee1307c2.sol,7,53,25,50,4,289,158,49
./input/DB2/sailfish_reported/0x7601f182e33c26248ccc733ec3f44f5c22f0f626.sol,3,28,56,22,3,363,205,95
./input/DB2/sailfish_reported/0x7bf484e8f21a3de9b4614a8b874fbb91a0386a41.sol,4,25,18,20,2,167,116,12
./input/DB2/sailfish_reported/0x1b60fbf8cc8fe4d03da53f311387394baab8ada2.sol,2,11,24,9,2,72,58,0
./input/DB2/sailfish_reported/0x6fda9ea3b5bb66abefaa0fbf144c1a174ca8f448.sol,6,46,12,21,4,186,144,13
./input/DB2/sailfish_reported/0xd7aa94f17d60be06414973a45ffa77efd6443f0f.sol,2,15,37,8,4,137,100,7
./input/DB2/sailfish_reported/0xa95592dcffa3c080b4b40e459c5f5692f67db7f8.sol,19,288,396,279,7,1555,1082,173
./input/DB2/sailfish_reported/0xd0ed887125a976b7c12a0dfbc626491b48bcec40.sol,5,33,19,24,2,416,220,151
./input/DB2/sailfish_reported/0x01851a282480665ad399fe0b5d5b7f2085bb294e.sol,12,107,48,68,2,638,231,315
./input/DB2/sailfish_reported/0x271bf4568fb737cc2e6277e9b1ee0034098cda2a.sol,3,15,14,10,3,122,97,3
./input/DB2/sailfish_reported/0xa46127b76d78cbf8a9d498d31a49eb29d13c64a0.sol,19,433,361,501,5,1654,918,504
./input/DB2/sailfish_reported/0x0a820c4e3a9c8d89c9a3e78dfe993b3885b229fa.sol,17,254,105,181,2,2845,670,983
./input/DB2/sailfish_reported/0x009953be5a7f8690c193b8ecfa5b861228052ac9.sol,4,43,50,45,4,857,231,180
./input/DB2/sailfish_reported/0xaf0efc4e638a43a27a21d218d07c7499f85f8042.sol,20,287,341,249,5,1232,793,16
./input/DB2/sailfish_reported/0x3d499c970e79713480e00c4dbf3abdd7c345ea08.sol,4,35,38,21,2,691,153,220
./input/DB2/sailfish_reported/0xcf0057a6b29d3fb4d0e970e8438d921e641d1066.sol,10,77,49,62,2,1729,349,719
./input/DB2/sailfish_reported/0xad97af045f815d91621040809f863a5fb070b52d.sol,15,145,132,172,6,937,491,386
./input/DB2/sailfish_reported/0x9c5ad35c0adc42e996e5f7c3d6681b9e2807c700.sol,8,436,25,801,3,1953,1343,149
./input/DB2/sailfish_reported/0x6e88630a466e054ba3a7da00422b66f7562ce943.sol,11,146,138,164,3,1207,631,353
./input/DB2/sailfish_reported/0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol,5,25,29,7,2,203,129,40
./input/DB2/sailfish_reported/0x6185f5de8bea6dfe6ac0faeaf2095d400a2dc7b5.sol,4,23,14,13,6,194,146,4
./input/DB2/sailfish_reported/0x702bcee7f521060eacde63e487a4c36ef7405f50.sol,3,17,24,7,1,301,85,43
./input/DB2/sailfish_reported/0x45e6ff0885ebf5d616e460d14855455d92d6cc04.sol,5,24,18,15,3,356,184,123
./input/DB2/sailfish_reported/0xb989624e50a33c58318f12823b30e01ccabc0c02.sol,11,94,106,48,2,569,306,167
./input/DB2/sailfish_reported/0x4e9f25a9524f8be88212112b0405af162754069e.sol,22,439,246,277,2,3937,1199,811
./input/DB2/sailfish_reported/0x2dcd9b1a7ed408ff48bd4918a1f9c0535dc54ead.sol,6,54,41,33,4,439,235,118
./input/DB2/sailfish_reported/0x70de5b1f1967cbc7d1b91a0ecf8453d542984a16.sol,3,24,47,18,13,394,266,50
./input/DB2/sailfish_reported/0x574bcd8e994dba2e3a90d95cec585e3ca204404d.sol,10,101,113,126,10,1388,707,478
./input/DB2/sailfish_reported/0xda8b3b7f6b2fee06b99c2c1916ad074365538ca5.sol,11,94,106,48,2,569,306,167
./input/DB2/sailfish_reported/0xbbff87996f8ecc4fb8ba6792a8739dbe110cdb52.sol,7,38,37,35,2,591,152,177
./input/DB2/sailfish_reported/0x17f8afb63dfcdcc90ebe6e84f060cc306a98257d.sol,12,118,112,77,2,1035,285,263
./input/DB2/sailfish_reported/0x44a0ad6e696820fa192a3dcf37d0cc55a45cbc38.sol,5,19,10,21,3,178,127,27
./input/DB2/sailfish_reported/0xd518db222f37f9109db8e86e2789186c7e340f12.sol,2,8,13,3,3,177,72,0
./input/DB2/sailfish_reported/0x8d880dff55a0c5620cc617b0a34c83b87946783c.sol,4,24,48,16,2,417,141,19
./input/DB2/sailfish_reported/0x2e16e10fa931d2623d4779cb6320b62ce542aa02.sol,7,62,55,43,4,202,173,1
./input/DB2/sailfish_reported/0x4f86182ff4704330b0f169ed897d608b367015b7.sol,6,31,72,44,7,819,309,5
./input/DB2/sailfish_reported/0xed555f6b668c8c178700ab9a378e983d8131a4e8.sol,15,173,194,120,3,2563,558,926
./input/DB2/sailfish_reported/0x3cb9b69ab8df85d822345af9df48f30d931b32a2.sol,4,343,17,6,3,396,383,3
./input/DB2/sailfish_reported/0xb050a564a73fd43b6b8f68f07e9f68cf8f33babc.sol,21,263,337,201,4,2413,1547,499
./input/DB2/sailfish_reported/0x2c1a021823b19388efc0f2cf06d50a72fc0786d9.sol,4,24,16,5,3,345,104,61
./input/DB2/sailfish_reported/0x600131c7c895d480a92ba30b441394950f2b07c3.sol,12,135,53,100,2,949,247,316
./input/DB2/sailfish_reported/0xb11cbe14ce90be4b3458cc5d8c08b2068f792c7b.sol,11,132,55,97,2,847,256,208
./input/DB2/sailfish_reported/0x02cf7ec0178f9cee340e4ec0002cb9aa28a401bd.sol,4,45,25,21,2,729,151,272
./input/DB2/sailfish_reported/0x9d89005c62f4f12a87c847ffababbf9b4bf16ace.sol,14,163,145,124,4,2245,597,384
./input/DB2/sailfish_reported/0xbd539a1a2bb3a6ed5fcffdec80e2b05d6e342159.sol,27,314,368,335,4,3755,990,884
./input/DB2/sailfish_reported/0xb4bb40262e189582151d8a7ef21e4534a0259644.sol,13,128,122,99,7,1332,819,257
./input/DB2/sailfish_reported/0x8cad8fc4ff9f6478a0011cc369b098bea857cdec.sol,5,35,31,24,3,387,197,135
./input/DB2/sailfish_reported/0x0ec9104c94210b38b6702b42255e7b5968af692d.sol,2,21,33,12,5,327,129,6
./input/DB2/sailfish_reported/0xc08caa4cbcc8e8486ceb954b27446eec16d4da48.sol,8,22,20,18,2,245,160,47
./input/DB2/sailfish_reported/0xa4e973366d50e117f0f8c27353ca063d9aea0cd5.sol,6,35,48,24,7,468,368,3
./input/DB2/sailfish_reported/0xa6b6cba3a9f54b9b900add306024c0a27af4034c.sol,4,21,26,21,2,503,112,68
./input/DB2/sailfish_reported/0xe96d0e0c48ae747570c2c1586bbcd454239cb060.sol,7,34,16,14,4,1091,374,296
./input/DB2/sailfish_reported/0x1c381ca8112f823941c37cb9514819909ecb102d.sol,12,88,86,61,3,490,306,99
./input/DB2/sailfish_reported/0x2f650f9f64a535850e799fcc9bbef773d7145701.sol,3,13,14,10,7,144,106,11
./input/DB2/sailfish_reported/0xecf0bdb7b3f349abfd68c3563678124c5e8aaea3.sol,9,87,43,31,6,859,482,244
./input/DB2/sailfish_reported/0xbe8ea1615bcc7007f4ac4cda4e4e89b20d5c9499.sol,9,60,30,23,2,244,141,72
./input/DB2/sailfish_reported/0x85ea0df59947bd97e592d9756e965c3f55fb6ebe.sol,10,77,49,62,2,1729,349,719
./input/DB2/sailfish_reported/0xc621c5dc44eb12cacebd5959e07d8fec508f868e.sol,4,44,40,36,3,447,210,144
