[INFO] | 2023-07-06 06:36:40 AM | analyzer.OneSwapBuyback_1 | Analysis started at: 2023-07-06 06:36:40 AM
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for symbol
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for symbol
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function symbol
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for decimals
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for decimals
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function decimals
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function totalSupply
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function balanceOf
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for allowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for allowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function allowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for approve
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for approve
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function approve
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for transfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for transfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function transfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function transferFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for owner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for owner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function owner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for isBlackListed
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for isBlackListed
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function isBlackListed
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for changeOwner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for changeOwner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function changeOwner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for addBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for addBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function addBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function removeBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for owner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for owner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function owner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for isBlackListed
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for isBlackListed
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function isBlackListed
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for changeOwner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for changeOwner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function changeOwner
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for addBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for addBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function addBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function removeBlackLists
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for name
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for name
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function name
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for symbol
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for symbol
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function symbol
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for decimals
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for decimals
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function decimals
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function totalSupply
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function balanceOf
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for allowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for allowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function allowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for approve
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for approve
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function approve
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for transfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for transfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function transfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function transferFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for burn
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for burn
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function burn
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for burnFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for burnFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function burnFrom
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for increaseAllowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for increaseAllowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function increaseAllowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for decreaseAllowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for decreaseAllowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function decreaseAllowance
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for multiTransfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for multiTransfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function multiTransfer
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for createPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for createPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function createPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for setFeeTo
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for setFeeTo
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function setFeeTo
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for setFeeToSetter
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for setFeeToSetter
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function setFeeToSetter
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for setFeeBPS
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for setFeeBPS
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function setFeeBPS
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for allPairsLength
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for allPairsLength
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function allPairsLength
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for feeTo
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for feeTo
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function feeTo
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for feeToSetter
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for feeToSetter
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function feeToSetter
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for feeBPS
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for feeBPS
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function feeBPS
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for getTokensFromPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for getTokensFromPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function getTokensFromPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for tokensToPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for tokensToPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function tokensToPair
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for factory
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for factory
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function factory
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for weth
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for weth
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function weth
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for addLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for addLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function addLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for addLiquidityETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for addLiquidityETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function addLiquidityETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function removeLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeLiquidityETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeLiquidityETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function removeLiquidityETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for swapToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for swapToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function swapToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for swapETHForTokens
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for swapETHForTokens
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function swapETHForTokens
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for limitOrder
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for limitOrder
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function limitOrder
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for limitOrderWithETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for limitOrderWithETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function limitOrderWithETH
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeLimitOrder
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeLimitOrder
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function removeLimitOrder
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for weth
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for weth
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function weth
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for ones
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for ones
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function ones
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for router
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for router
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function router
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for factory
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for factory
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function factory
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for addMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for addMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function addMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function removeMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for isMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for isMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function isMainToken
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for mainTokens
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for mainTokens
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Processed function mainTokens
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Generating return summary for removeLiquidity
[INFO] | 2023-07-06 06:36:41 AM | analyzer.OneSwapBuyback_1 | Return summary generated for removeLiquidity
