[INFO] | 2023-07-06 06:50:08 AM | analyzer.recoverable-wallet_1 | Analysis started at: 2023-07-06 06:50:08 AM
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for create_wallet
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function create_wallet
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for exists
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for exists
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function exists
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for start_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for start_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function start_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for cancel_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for cancel_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function cancel_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for accept_ownership
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for accept_ownership
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function accept_ownership
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for cancel_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for cancel_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function cancel_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for finish_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for finish_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function finish_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for start_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for start_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function start_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for cancel_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for cancel_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function cancel_ownership_transfer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for add_recovery_address
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for add_recovery_address
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function add_recovery_address
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for remove_recovery_address
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for remove_recovery_address
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function remove_recovery_address
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for deploy
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for deploy
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function deploy
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for execute
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for execute
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function execute
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for accept_ownership
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for accept_ownership
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function accept_ownership
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Value Range Analysis took 0.009151 seconds
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Value Range Analysis finished
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Dependency detection started!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Dependency detection finished!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Static Analysis took 0.920751 seconds
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Dependency does not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Symbolic execution is not needed!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Analysis finished!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Analysis took 0.920911 seconds
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Analysis finished at: 2023-07-06 06:50:09 AM
