[INFO] | 2023-07-06 06:21:21 AM | analyzer.HomeBridgeNativeToErc_1 | Analysis started at: 2023-07-06 06:21:21 AM
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for addressArrayContains
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function addressArrayContains
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for requiredMessageLength
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for requiredMessageLength
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function requiredMessageLength
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for hashMessage
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for hashMessage
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function hashMessage
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function totalSupply
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function balanceOf
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for transfer
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for transfer
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function transfer
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for gasPrice
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for gasPrice
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function gasPrice
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for requiredBlockConfirmations
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for requiredBlockConfirmations
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function requiredBlockConfirmations
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for deployedAtBlock
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for deployedAtBlock
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function deployedAtBlock
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setTotalSpentPerDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setTotalSpentPerDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setTotalSpentPerDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for totalSpentPerDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for totalSpentPerDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function totalSpentPerDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for minPerTx
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for minPerTx
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function minPerTx
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for maxPerTx
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for maxPerTx
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function maxPerTx
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setInitialize
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setInitialize
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setInitialize
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for isInitialized
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for isInitialized
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function isInitialized
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for getCurrentDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for getCurrentDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function getCurrentDay
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for dailyLimit
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for dailyLimit
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function dailyLimit
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function onlyOwner
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for onExecuteAffirmation
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for onExecuteAffirmation
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function onExecuteAffirmation
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for numAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for numAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function numAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setNumAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setNumAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setNumAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for affirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for affirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function affirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for messagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for messagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function messagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for messages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for messages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function messages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for signatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for signatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function signatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setSignatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setSignatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setSignatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setMessages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setMessages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setMessages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setNumMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setNumMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for numMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for numMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setNumMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for markAsProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for markAsProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function markAsProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for isAlreadyProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for isAlreadyProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function isAlreadyProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function numMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for onlyValidator
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for onlyValidator
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function onlyValidator
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function validatorContract
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for onExecuteAffirmation
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for onExecuteAffirmation
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function onExecuteAffirmation
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for numAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for numAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function numAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setNumAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setNumAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setNumAffirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for affirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for affirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function affirmationsSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for messagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for messagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function messagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for messages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for messages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function messages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for signatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for signatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function signatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setSignatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setSignatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setSignatures
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setMessages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setMessages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setMessages
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for setNumMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for setNumMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Range graph generated
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Processed function setNumMessagesSigned
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Generating return summary for markAsProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | Return summary generated for markAsProcessed
[INFO] | 2023-07-06 06:21:24 AM | analyzer.HomeBridgeNativeToErc_1 | State variable assignement do not exist
