[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Analysis started at: 2023-07-07 08:59:06 AM
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Storage dependency graph compostion finished!
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Dependency detection started!
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | DAO dependency detected in file 0x0eb68f34efa0086e4136bca51fc4d0696580643e.sol in contract BetingHouse in by composing functions get and get
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | DAO dependency detected in file 0x0eb68f34efa0086e4136bca51fc4d0696580643e.sol in contract BetingHouse in by composing functions get and withdraw
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Dependency detection finished!
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Static Analysis took 0.381194 seconds
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Dependency exists
[INFO] | 2023-07-07 08:59:06 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Invoking symbolic executor!
[INFO] | 2023-07-07 08:59:07 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Symbolic execution took 0.735469 seconds
[INFO] | 2023-07-07 08:59:07 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Symbolic execution finished!
[INFO] | 2023-07-07 08:59:07 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Analysis finished!
[INFO] | 2023-07-07 08:59:07 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Analysis took 1.117038 seconds
[INFO] | 2023-07-07 08:59:07 AM | analyzer.0x0eb68f34efa0086e4136bca51fc4d0696580643e | Analysis finished at: 2023-07-07 08:59:07 AM
